Format Version,1.23,Take Name,Take 2024-09-30 02.17.04 PM_004,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2024-09-30 02.32.39.992 PM,Total Frames in Take,48493,Total Exported Frames,48493,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
18,0.050000,0.029991,0.816364,0.012003,-0.576634,-0.007587,0.003602,-0.073680,0.000623
19,0.052778,0.029524,0.816009,0.010383,-0.577191,-0.005448,0.003604,-0.072065,0.000620
20,0.055556,0.027827,0.816283,0.004055,-0.576967,0.002422,0.004276,-0.065464,0.001574
21,0.058333,0.027673,0.815960,0.003570,-0.577435,0.003121,0.004187,-0.065013,0.000621
22,0.061111,0.027504,0.815670,0.003161,-0.577855,0.003767,0.004108,-0.064673,0.000589
23,0.063889,0.027406,0.815423,0.002841,-0.578209,0.004229,0.004040,-0.064375,0.000625
24,0.066667,0.027335,0.815215,0.002581,-0.578508,0.004597,0.003982,-0.064125,0.000617
25,0.069444,0.027266,0.815024,0.002373,-0.578780,0.004911,0.003925,-0.063935,0.000625
26,0.072222,0.027183,0.814873,0.002232,-0.578998,0.005173,0.003881,-0.063843,0.000633
27,0.075000,0.027121,0.814761,0.002117,-0.579159,0.005380,0.003841,-0.063763,0.000620
28,0.077778,0.025778,0.815218,-0.002980,-0.578573,0.011637,0.004488,-0.058394,0.001559
29,0.080556,0.025942,0.815074,-0.002306,-0.578771,0.010846,0.004366,-0.059124,0.000610
30,0.083333,0.024793,0.815479,-0.006649,-0.578217,0.016170,0.004922,-0.054548,0.001585
31,0.086111,0.025088,0.815289,-0.005443,-0.578484,0.014736,0.004736,-0.055849,0.000608
32,0.088889,0.025372,0.815136,-0.004398,-0.578697,0.013455,0.004575,-0.056947,0.000633
33,0.091667,0.025602,0.814995,-0.003418,-0.578893,0.012297,0.004436,-0.058011,0.000605
34,0.094444,0.025803,0.814891,-0.002560,-0.579034,0.011285,0.004314,-0.058939,0.000635
35,0.097222,0.026034,0.814803,-0.001740,-0.579150,0.010263,0.004204,-0.059792,0.000614
36,0.100000,0.026216,0.814717,-0.001025,-0.579266,0.009398,0.004108,-0.060552,0.000605
37,0.102778,0.025113,0.815184,-0.005397,-0.578632,0.014683,0.004697,-0.055891,0.001592
38,0.105556,0.025456,0.815055,-0.004168,-0.578809,0.013154,0.004537,-0.057171,0.000597
39,0.108333,0.025726,0.814930,-0.003093,-0.578980,0.011856,0.004393,-0.058320,0.000600
40,0.111111,0.025959,0.814848,-0.002118,-0.579090,0.010688,0.004270,-0.059369,0.000618
41,0.113889,0.026211,0.814778,-0.001257,-0.579178,0.009601,0.004164,-0.060255,0.000619
42,0.116667,0.026376,0.814710,-0.000531,-0.579268,0.008745,0.004070,-0.061045,0.000602
43,0.119444,0.026516,0.814664,0.000120,-0.579326,0.007981,0.003987,-0.061757,0.000603
44,0.122222,0.026663,0.814626,0.000720,-0.579373,0.007256,0.003914,-0.062400,0.000602
45,0.125000,0.026791,0.814580,0.001190,-0.579431,0.006676,0.003852,-0.062892,0.000587
46,0.127778,0.026921,0.814560,0.001650,-0.579453,0.006094,0.003797,-0.063368,0.000620
47,0.130556,0.026985,0.814534,0.002031,-0.579484,0.005670,0.003754,-0.063799,0.000611
48,0.133333,0.025735,0.815071,-0.002627,-0.578783,0.011391,0.004388,-0.058900,0.001576
49,0.136111,0.025998,0.814985,-0.001669,-0.578896,0.010207,0.004264,-0.059900,0.000605
50,0.138889,0.024907,0.815405,-0.005743,-0.578327,0.015214,0.004822,-0.055626,0.001582
51,0.141667,0.025275,0.815277,-0.004321,-0.578503,0.013480,0.004636,-0.057133,0.000605
52,0.144444,0.025586,0.815145,-0.003078,-0.578684,0.011977,0.004479,-0.058458,0.000613
53,0.147222,0.025900,0.815061,-0.002005,-0.578793,0.010624,0.004340,-0.059555,0.000604
54,0.150000,0.026129,0.814974,-0.001041,-0.578908,0.009474,0.004220,-0.060596,0.000634
55,0.152778,0.026341,0.814913,-0.000245,-0.578984,0.008493,0.004112,-0.061431,0.000614
56,0.155556,,,,,,,,
57,0.158333,0.026538,0.814855,0.000507,-0.579057,0.007571,0.004021,-0.062224,0.000616
58,0.161111,0.026702,0.814799,0.001162,-0.579127,0.006776,0.003938,-0.062919,0.000609
59,0.163889,0.026830,0.814739,0.001711,-0.579204,0.006122,0.003868,-0.063515,0.000599
60,0.166667,0.026963,0.814710,0.002173,-0.579237,0.005538,0.003808,-0.063987,0.000612
61,0.169444,0.027063,0.814683,0.002612,-0.579269,0.005017,0.003760,-0.064467,0.000614
62,0.172222,0.027162,0.814659,0.002951,-0.579297,0.004589,0.003721,-0.064817,0.000606
63,0.175000,0.027243,0.814641,0.003260,-0.579316,0.004209,0.003685,-0.065141,0.000606
64,0.177778,0.027313,0.814632,0.003478,-0.579325,0.003925,0.003653,-0.065354,0.000612
65,0.180556,0.027437,0.814623,0.003730,-0.579329,0.003541,0.003629,-0.065564,0.000641
66,0.183333,0.027523,0.814608,0.003924,-0.579345,0.003257,0.003610,-0.065737,0.000603
67,0.186111,0.027564,0.814597,0.004074,-0.579358,0.003066,0.003594,-0.065896,0.000608
68,0.188889,0.027568,0.814584,0.004161,-0.579375,0.002981,0.003580,-0.066003,0.000610
69,0.191667,0.027600,0.814573,0.004304,-0.579388,0.002813,0.003568,-0.066157,0.000604
70,0.194444,,,,,,,,
71,0.197222,0.027629,0.814567,0.004377,-0.579395,0.002711,0.003560,-0.066228,0.000620
72,0.200000,0.027626,0.814567,0.004443,-0.579395,0.002656,0.003551,-0.066312,0.000633
73,0.202778,0.027619,0.814570,0.004484,-0.579390,0.002631,0.003545,-0.066371,0.000603
74,0.205556,0.027645,0.814572,0.004534,-0.579385,0.002556,0.003544,-0.066405,0.000601
75,0.208333,0.027654,0.814565,0.004548,-0.579395,0.002534,0.003541,-0.066414,0.000627
76,0.211111,0.027673,0.814567,0.004594,-0.579391,0.002468,0.003542,-0.066460,0.000597
77,0.213889,0.027655,0.814572,0.004594,-0.579384,0.002491,0.003543,-0.066476,0.000617
78,0.216667,0.027710,0.814572,0.004639,-0.579382,0.002378,0.003547,-0.066485,0.000599
79,0.219444,0.027713,0.814578,0.004647,-0.579373,0.002365,0.003549,-0.066490,0.000628
80,0.222222,,,,,,,,
81,0.225000,0.027717,0.814582,0.004607,-0.579367,0.002396,0.003550,-0.066431,0.000608
82,0.227778,0.027754,0.814579,0.004617,-0.579370,0.002340,0.003552,-0.066409,0.000616
83,0.230556,0.027731,0.814586,0.004636,-0.579361,0.002347,0.003552,-0.066455,0.000609
84,0.233333,0.027710,0.814579,0.004623,-0.579372,0.002387,0.003555,-0.066460,0.000615
85,0.236111,0.027743,0.814579,0.004619,-0.579370,0.002346,0.003557,-0.066422,0.000626
86,0.238889,,,,,,,,
87,0.241667,0.027780,0.814569,0.004604,-0.579383,0.002313,0.003563,-0.066366,0.000618
88,0.244444,0.027798,0.814563,0.004617,-0.579391,0.002276,0.003565,-0.066362,0.000623
89,0.247222,0.027815,0.814563,0.004633,-0.579390,0.002238,0.003566,-0.066367,0.000607
90,0.250000,0.027821,0.814568,0.004607,-0.579382,0.002252,0.003567,-0.066329,0.000616
91,0.252778,0.027814,0.814563,0.004625,-0.579390,0.002245,0.003569,-0.066358,0.000614
92,0.255556,0.027808,0.814553,0.004574,-0.579404,0.002301,0.003574,-0.066294,0.000635
93,0.258333,,,,,,,,
94,0.261111,0.027841,0.814552,0.004586,-0.579404,0.002247,0.003576,-0.066283,0.000606
95,0.263889,0.027840,0.814547,0.004619,-0.579410,0.002218,0.003578,-0.066328,0.000625
96,0.266667,0.027824,0.814546,0.004596,-0.579413,0.002262,0.003581,-0.066317,0.000623
97,0.269444,0.026531,0.815105,-0.000406,-0.578705,0.008350,0.004256,-0.061017,0.001602
98,0.272222,0.026675,0.815046,0.000258,-0.578782,0.007577,0.004164,-0.061746,0.000599
99,0.275000,0.026825,0.814990,0.000856,-0.578853,0.006853,0.004084,-0.062382,0.000619
100,0.277778,0.026983,0.814937,0.001398,-0.578920,0.006168,0.004016,-0.062942,0.000619
101,0.280556,0.027081,0.814897,0.001843,-0.578970,0.005649,0.003958,-0.063430,0.000608
102,0.283333,0.027204,0.814868,0.002244,-0.579004,0.005133,0.003906,-0.063835,0.000620
103,0.286111,,,,,,,,
104,0.288889,0.027299,0.814833,0.002583,-0.579047,0.004708,0.003860,-0.064186,0.000615
105,0.291667,0.027331,0.814799,0.002848,-0.579092,0.004432,0.003818,-0.064501,0.000606
106,0.294444,0.027358,0.814780,0.003096,-0.579117,0.004177,0.003781,-0.064797,0.000614
107,0.297222,0.027385,0.814754,0.003305,-0.579151,0.003957,0.003749,-0.065045,0.000615
108,0.300000,0.027379,0.814738,0.003462,-0.579173,0.003826,0.003721,-0.065257,0.000621
109,0.302778,,,,,,,,
110,0.305556,0.027435,0.814725,0.003635,-0.579186,0.003601,0.003694,-0.065428,0.000613
111,0.308333,0.027500,0.814719,0.003794,-0.579191,0.003380,0.003674,-0.065573,0.000600
112,0.311111,0.027502,0.814709,0.003897,-0.579205,0.003285,0.003658,-0.065708,0.000607
113,0.313889,0.027540,0.814707,0.003983,-0.579206,0.003159,0.003644,-0.065786,0.000595
114,0.316667,0.026241,0.815264,-0.000897,-0.578494,0.009142,0.004307,-0.060648,0.001570
115,0.319444,0.026459,0.815194,-0.000174,-0.578584,0.008226,0.004206,-0.061386,0.000599
116,0.322222,0.026639,0.815113,0.000462,-0.578690,0.007432,0.004117,-0.062046,0.000617
117,0.325000,0.026795,0.815032,0.001047,-0.578795,0.006715,0.004046,-0.062667,0.000605
118,0.327778,0.026898,0.814976,0.001542,-0.578868,0.006144,0.003976,-0.063214,0.000592
119,0.330556,,,,,,,,
120,0.333333,0.027019,0.814942,0.001954,-0.578909,0.005626,0.003914,-0.063636,0.000598
121,0.336111,0.027121,0.814902,0.002321,-0.578960,0.005169,0.003862,-0.064021,0.000599
122,0.338889,0.027220,0.814852,0.002701,-0.579023,0.004703,0.003819,-0.064425,0.000618
123,0.341667,0.027279,0.814831,0.003004,-0.579049,0.004358,0.003778,-0.064761,0.000594
124,0.344444,0.027364,0.814813,0.003250,-0.579069,0.004030,0.003745,-0.065002,0.000590
125,0.347222,,,,,,,,
126,0.350000,0.027420,0.814757,0.003617,-0.579142,0.003635,0.003690,-0.065430,0.000600
127,0.352778,0.027474,0.814760,0.003774,-0.579135,0.003426,0.003672,-0.065583,0.000605
128,0.355556,0.027537,0.814758,0.003909,-0.579134,0.003225,0.003659,-0.065696,0.000603
129,0.358333,0.027610,0.814753,0.004051,-0.579137,0.003005,0.003646,-0.065811,0.000591
130,0.361111,0.027595,0.814730,0.004102,-0.579169,0.002984,0.003632,-0.065894,0.000598
131,0.363889,0.027623,0.814738,0.004200,-0.579155,0.002861,0.003621,-0.065993,0.000586
132,0.366667,0.027624,0.814722,0.004260,-0.579177,0.002805,0.003612,-0.066070,0.000610
133,0.369444,0.027656,0.814728,0.004318,-0.579167,0.002711,0.003607,-0.066114,0.000603
134,0.372222,0.027686,0.814729,0.004370,-0.579164,0.002625,0.003602,-0.066156,0.000602
135,0.375000,0.027673,0.814719,0.004386,-0.579179,0.002633,0.003599,-0.066188,0.000607
136,0.377778,,,,,,,,
137,0.380556,0.027662,0.814714,0.004393,-0.579186,0.002641,0.003595,-0.066212,0.000623
138,0.383333,0.027696,0.814708,0.004453,-0.579193,0.002544,0.003592,-0.066262,0.000601
139,0.386111,0.027728,0.814718,0.004476,-0.579177,0.002482,0.003594,-0.066260,0.000629
140,0.388889,0.027732,0.814708,0.004508,-0.579190,0.002445,0.003591,-0.066299,0.000589
141,0.391667,0.027704,0.814710,0.004486,-0.579190,0.002500,0.003590,-0.066299,0.000622
142,0.394444,0.027700,0.814707,0.004499,-0.579193,0.002492,0.003587,-0.066317,0.000602
143,0.397222,0.027684,0.814700,0.004523,-0.579204,0.002491,0.003587,-0.066360,0.000600
144,0.400000,0.027707,0.814713,0.004532,-0.579184,0.002452,0.003585,-0.066348,0.000611
145,0.402778,0.027691,0.814717,0.004537,-0.579179,0.002466,0.003584,-0.066367,0.000611
146,0.405556,0.027700,0.814717,0.004547,-0.579179,0.002447,0.003583,-0.066377,0.000596
147,0.408333,,,,,,,,
148,0.411111,0.027729,0.814706,0.004551,-0.579193,0.002408,0.003584,-0.066353,0.000610
149,0.413889,0.027728,0.814697,0.004531,-0.579206,0.002432,0.003586,-0.066330,0.000610
150,0.416667,0.027666,0.814701,0.004496,-0.579203,0.002542,0.003586,-0.066338,0.000596
151,0.419444,0.027672,0.814703,0.004492,-0.579201,0.002537,0.003588,-0.066327,0.000625
152,0.422222,,,,,,,,
153,0.425000,0.027698,0.814696,0.004492,-0.579209,0.002506,0.003589,-0.066300,0.000616
154,0.427778,0.027676,0.814680,0.004479,-0.579232,0.002548,0.003588,-0.066302,0.000623
155,0.430556,0.027654,0.814686,0.004480,-0.579225,0.002575,0.003587,-0.066323,0.000609
156,0.433333,0.027698,0.814683,0.004456,-0.579227,0.002542,0.003588,-0.066248,0.000615
157,0.436111,0.027683,0.814679,0.004428,-0.579234,0.002588,0.003587,-0.066224,0.000599
158,0.438889,,,,,,,,
159,0.441667,,,,,,,,
160,0.444444,0.027638,0.814691,0.004379,-0.579220,0.002689,0.003591,-0.066200,0.000606
161,0.447222,0.027658,0.814691,0.004391,-0.579219,0.002654,0.003592,-0.066198,0.000620
162,0.450000,0.027620,0.814678,0.004393,-0.579239,0.002702,0.003593,-0.066237,0.000622
163,0.452778,0.027586,0.814671,0.004403,-0.579250,0.002734,0.003590,-0.066282,0.000602
164,0.455556,,,,,,,,
165,0.458333,0.027606,0.814660,0.004410,-0.579265,0.002702,0.003594,-0.066276,0.000598
166,0.461111,0.027612,0.814659,0.004409,-0.579267,0.002695,0.003595,-0.066266,0.000623
167,0.463889,0.027610,0.814657,0.004375,-0.579269,0.002731,0.003595,-0.066223,0.000581
168,0.466667,0.027640,0.814657,0.004399,-0.579268,0.002672,0.003594,-0.066229,0.000606
169,0.469444,0.027593,0.814666,0.004389,-0.579258,0.002737,0.003593,-0.066261,0.000594
170,0.472222,0.027557,0.814659,0.004373,-0.579269,0.002800,0.003595,-0.066276,0.000603
171,0.475000,0.027519,0.814647,0.004338,-0.579288,0.002882,0.003597,-0.066266,0.000603
172,0.477778,0.027505,0.814649,0.004309,-0.579286,0.002928,0.003597,-0.066240,0.000596
173,0.480556,0.027538,0.814658,0.004291,-0.579272,0.002904,0.003600,-0.066186,0.000612
174,0.483333,0.027538,0.814668,0.004309,-0.579258,0.002889,0.003602,-0.066210,0.000601
175,0.486111,,,,,,,,
176,0.488889,0.026206,0.815215,-0.000679,-0.578564,0.009011,0.004279,-0.060969,0.001556
177,0.491667,0.026423,0.815137,-0.000002,-0.578665,0.008133,0.004191,-0.061643,0.000624
178,0.494444,0.026637,0.815079,0.000609,-0.578736,0.007317,0.004110,-0.062234,0.000620
179,0.497222,0.026726,0.815013,0.001140,-0.578824,0.006733,0.004041,-0.062841,0.000618
180,0.500000,0.026849,0.814950,0.001580,-0.578906,0.006188,0.003982,-0.063294,0.000637
181,0.502778,,,,,,,,
182,0.505556,0.026973,0.814909,0.002010,-0.578957,0.005647,0.003928,-0.063738,0.000622
183,0.508333,0.027103,0.814861,0.002381,-0.579018,0.005154,0.003878,-0.064095,0.000600
184,0.511111,0.027203,0.814819,0.002701,-0.579071,0.004741,0.003837,-0.064418,0.000611
185,0.513889,0.027329,0.814779,0.003000,-0.579119,0.004315,0.003805,-0.064687,0.000643
186,0.516667,0.027414,0.814756,0.003240,-0.579147,0.003992,0.003771,-0.064915,0.000613
187,0.519444,0.027472,0.814726,0.003427,-0.579184,0.003752,0.003746,-0.065103,0.000616
188,0.522222,,,,,,,,
189,0.525000,0.027494,0.814714,0.003577,-0.579200,0.003590,0.003722,-0.065278,0.000635
190,0.527778,0.027568,0.814699,0.003715,-0.579217,0.003373,0.003702,-0.065386,0.000608
191,0.530556,0.027572,0.814683,0.003823,-0.579239,0.003273,0.003685,-0.065524,0.000618
192,0.533333,0.027604,0.814655,0.003945,-0.579275,0.003124,0.003668,-0.065656,0.000629
193,0.536111,0.027646,0.814637,0.004042,-0.579298,0.002986,0.003657,-0.065745,0.000629
194,0.538889,0.027674,0.814633,0.004109,-0.579301,0.002889,0.003648,-0.065807,0.000612
195,0.541667,,,,,,,,
196,0.544444,,,,,,,,
197,0.547222,0.027746,0.814648,0.004240,-0.579276,0.002677,0.003630,-0.065907,0.000637
198,0.550000,0.027748,0.814649,0.004315,-0.579274,0.002605,0.003624,-0.066007,0.000629
199,0.552778,0.027759,0.814648,0.004311,-0.579275,0.002599,0.003620,-0.065989,0.000616
200,0.555556,0.027762,0.814658,0.004338,-0.579260,0.002570,0.003616,-0.066022,0.000607
201,0.558333,0.026456,0.815197,-0.000611,-0.578579,0.008628,0.004285,-0.060810,0.001573
202,0.561111,,,,,,,,
203,0.563889,0.026622,0.815125,0.000079,-0.578673,0.007806,0.004191,-0.061552,0.000605
204,0.566667,0.026739,0.815060,0.000701,-0.578758,0.007102,0.004109,-0.062258,0.000620
205,0.569444,0.026836,0.815001,0.001247,-0.578836,0.006494,0.004033,-0.062879,0.000615
206,0.572222,0.026965,0.814960,0.001742,-0.578888,0.005887,0.003970,-0.063405,0.000608
207,0.575000,0.027079,0.814918,0.002149,-0.578939,0.005380,0.003912,-0.063832,0.000603
208,0.577778,,,,,,,,
209,0.580556,0.027132,0.814888,0.002468,-0.578979,0.005030,0.003862,-0.064196,0.000595
210,0.583333,0.027242,0.814837,0.002776,-0.579044,0.004619,0.003821,-0.064497,0.000592
211,0.586111,0.027322,0.814815,0.003063,-0.579069,0.004262,0.003782,-0.064794,0.000614
212,0.588889,0.027392,0.814790,0.003259,-0.579099,0.004000,0.003751,-0.064981,0.000624
213,0.591667,0.027448,0.814766,0.003448,-0.579130,0.003761,0.003723,-0.065173,0.000590
214,0.594444,,,,,,,,
215,0.597222,0.027485,0.814733,0.003612,-0.579174,0.003569,0.003700,-0.065353,0.000595
216,0.600000,0.027509,0.814718,0.003751,-0.579193,0.003415,0.003676,-0.065513,0.000616
217,0.602778,0.027551,0.814713,0.003898,-0.579196,0.003228,0.003658,-0.065664,0.000602
218,0.605556,0.027544,0.814698,0.003976,-0.579218,0.003170,0.003644,-0.065770,0.000630
219,0.608333,0.027540,0.814687,0.004043,-0.579232,0.003115,0.003632,-0.065860,0.000615
220,0.611111,0.027531,0.814679,0.004122,-0.579243,0.003055,0.003623,-0.065971,0.000619
221,0.613889,0.027569,0.814675,0.004202,-0.579247,0.002938,0.003613,-0.066040,0.000592
222,0.616667,0.027564,0.814663,0.004241,-0.579264,0.002908,0.003607,-0.066094,0.000613
223,0.619444,0.027552,0.814667,0.004254,-0.579259,0.002914,0.003599,-0.066121,0.000611
224,0.622222,,,,,,,,
225,0.625000,0.027543,0.814672,0.004318,-0.579252,0.002865,0.003594,-0.066210,0.000627
226,0.627778,0.027578,0.814666,0.004356,-0.579258,0.002786,0.003593,-0.066227,0.000614
227,0.630556,0.027605,0.814658,0.004384,-0.579268,0.002725,0.003590,-0.066238,0.000603
228,0.633333,0.027599,0.814655,0.004389,-0.579273,0.002729,0.003587,-0.066250,0.000610
229,0.636111,0.027634,0.814658,0.004403,-0.579266,0.002672,0.003586,-0.066236,0.000621
230,0.638889,0.027654,0.814661,0.004398,-0.579261,0.002647,0.003584,-0.066213,0.000621
231,0.641667,0.027687,0.814663,0.004386,-0.579257,0.002616,0.003583,-0.066170,0.000606
232,0.644444,0.027673,0.814650,0.004401,-0.579276,0.002621,0.003583,-0.066204,0.000601
233,0.647222,0.027684,0.814653,0.004422,-0.579271,0.002583,0.003582,-0.066220,0.000617
234,0.650000,0.027685,0.814665,0.004425,-0.579253,0.002576,0.003582,-0.066220,0.000618
235,0.652778,0.027632,0.814670,0.004413,-0.579249,0.002656,0.003580,-0.066252,0.000632
236,0.655556,0.027619,0.814673,0.004375,-0.579246,0.002707,0.003582,-0.066212,0.000612
237,0.658333,0.027609,0.814679,0.004344,-0.579238,0.002751,0.003582,-0.066178,0.000602
238,0.661111,0.027606,0.814680,0.004377,-0.579237,0.002723,0.003581,-0.066222,0.000618
239,0.663889,0.027651,0.814677,0.004387,-0.579239,0.002658,0.003584,-0.066192,0.000609
240,0.666667,0.027608,0.814665,0.004355,-0.579258,0.002745,0.003584,-0.066190,0.000612
241,0.669444,0.027610,0.814659,0.004348,-0.579266,0.002751,0.003590,-0.066183,0.000619
242,0.672222,,,,,,,,
243,0.675000,0.027618,0.814653,0.004324,-0.579275,0.002763,0.003591,-0.066145,0.000611
244,0.677778,0.027616,0.814642,0.004340,-0.579290,0.002750,0.003594,-0.066170,0.000615
245,0.680556,0.027605,0.814650,0.004363,-0.579279,0.002742,0.003595,-0.066211,0.000612
246,0.683333,0.026341,0.815185,-0.000554,-0.578601,0.008716,0.004259,-0.060999,0.001576
247,0.686111,,,,,,,,
248,0.688889,0.026522,0.815116,0.000120,-0.578690,0.007886,0.004170,-0.061707,0.000615
249,0.691667,0.026624,0.815059,0.000704,-0.578766,0.007238,0.004090,-0.062372,0.000628
250,0.694444,0.026806,0.815000,0.001220,-0.578839,0.006550,0.004023,-0.062873,0.000613
251,0.697222,0.026944,0.814956,0.001687,-0.578893,0.005958,0.003963,-0.063352,0.000609
252,0.700000,0.027062,0.814893,0.002081,-0.578975,0.005462,0.003911,-0.063752,0.000610
253,0.702778,0.027183,0.814852,0.002445,-0.579027,0.004982,0.003867,-0.064112,0.000606
254,0.705556,,,,,,,,
255,0.708333,0.027232,0.814822,0.002706,-0.579066,0.004689,0.003827,-0.064406,0.000620
256,0.711111,0.027296,0.814801,0.002993,-0.579090,0.004351,0.003788,-0.064717,0.000609
257,0.713889,0.027402,0.814784,0.003240,-0.579108,0.003994,0.003759,-0.064937,0.000618
258,0.716667,0.027476,0.814763,0.003443,-0.579132,0.003724,0.003733,-0.065130,0.000612
259,0.719444,0.026239,0.815301,-0.001388,-0.578440,0.009588,0.004385,-0.060001,0.001595
260,0.722222,,,,,,,,
261,0.725000,0.026461,0.815201,-0.000594,-0.578573,0.008602,0.004275,-0.060826,0.000634
262,0.727778,0.026621,0.815117,0.000165,-0.578684,0.007722,0.004179,-0.061666,0.000643
263,0.730556,0.026788,0.815048,0.000804,-0.578773,0.006943,0.004094,-0.062343,0.000604
264,0.733333,0.026955,0.814994,0.001371,-0.578841,0.006223,0.004019,-0.062924,0.000625
265,0.736111,0.027098,0.814955,0.001843,-0.578888,0.005621,0.003951,-0.063404,0.000612
266,0.738889,0.027223,0.814902,0.002259,-0.578955,0.005092,0.003898,-0.063828,0.000605
267,0.741667,0.027308,0.814859,0.002594,-0.579010,0.004686,0.003850,-0.064186,0.000630
268,0.744444,,,,,,,,
269,0.747222,0.027369,0.814812,0.002924,-0.579072,0.004317,0.003810,-0.064558,0.000622
270,0.750000,0.026097,0.815300,-0.001906,-0.578448,0.010231,0.004467,-0.059470,0.001577
271,0.752778,0.026300,0.815203,-0.000971,-0.578577,0.009142,0.004340,-0.060493,0.000623
272,0.755556,0.026525,0.815118,-0.000171,-0.578687,0.008145,0.004233,-0.061321,0.000643
273,0.758333,0.026671,0.815046,0.000572,-0.578782,0.007297,0.004137,-0.062153,0.000625
274,0.761111,0.026830,0.814968,0.001185,-0.578884,0.006553,0.004049,-0.062798,0.000619
275,0.763889,,,,,,,,
276,0.766667,0.026998,0.814915,0.001707,-0.578948,0.005877,0.003977,-0.063322,0.000630
277,0.769444,0.027091,0.814868,0.002153,-0.579009,0.005360,0.003915,-0.063815,0.000628
278,0.772222,0.027262,0.814827,0.002559,-0.579058,0.004781,0.003861,-0.064182,0.000607
279,0.775000,0.027328,0.814785,0.002911,-0.579112,0.004384,0.003817,-0.064578,0.000629
280,0.777778,0.027435,0.814758,0.003221,-0.579143,0.003969,0.003772,-0.064882,0.000619
281,0.780556,0.027559,0.814732,0.003487,-0.579171,0.003574,0.003739,-0.065113,0.000620
282,0.783333,0.026305,0.815264,-0.001308,-0.578491,0.009430,0.004384,-0.060044,0.001596
283,0.786111,0.026524,0.815164,-0.000442,-0.578622,0.008383,0.004264,-0.060965,0.000620
284,0.788889,0.026707,0.815083,0.000306,-0.578729,0.007485,0.004164,-0.061767,0.000622
285,0.791667,0.025504,0.815517,-0.004134,-0.578156,0.012967,0.004771,-0.057125,0.001583
286,0.794444,0.025868,0.815391,-0.002867,-0.578325,0.011379,0.004601,-0.058432,0.000612
287,0.797222,0.026179,0.815283,-0.001751,-0.578468,0.009993,0.004452,-0.059590,0.000621
288,0.800000,0.026378,0.815190,-0.000794,-0.578592,0.008887,0.004318,-0.060654,0.000625
289,0.802778,0.026570,0.815103,0.000017,-0.578706,0.007925,0.004203,-0.061526,0.000626
