Format Version,1.23,Take Name,Take 2024-09-30 02.17.04 PM_004,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2024-09-30 02.32.39.992 PM,Total Frames in Take,48493,Total Exported Frames,48493,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
20111,55.863889,,,,,,,,
20112,55.866667,0.000435,-0.964637,-0.014867,-0.263164,2.891973,0.006195,2.769146,0.000874
20113,55.869444,0.001217,-0.964546,-0.014483,-0.263514,2.890888,0.006207,2.768196,0.000836
20114,55.872222,0.001938,-0.964826,-0.014112,-0.262503,2.889883,0.006167,2.767360,0.000821
20115,55.875000,0.001925,-0.964784,-0.012996,-0.262713,2.887315,0.006215,2.767323,0.000654
20116,55.877778,0.000900,-0.964624,-0.013120,-0.263300,2.883576,0.006324,2.764930,0.001010
20117,55.880556,,,,,,,,
20118,55.883333,0.000639,-0.964421,-0.012187,-0.264088,2.880344,0.006399,2.764307,0.000410
20119,55.886111,0.000819,-0.964408,-0.011321,-0.264176,2.877998,0.006420,2.763916,0.000647
20120,55.888889,0.000933,-0.964410,-0.010676,-0.264194,2.875716,0.006425,2.763233,0.000654
20121,55.891667,0.001059,-0.964422,-0.010316,-0.264164,2.873614,0.006426,2.762196,0.000622
20122,55.894444,0.001514,-0.964346,-0.010471,-0.264434,2.872288,0.006377,2.760508,0.000343
20123,55.897222,0.001828,-0.964343,-0.010349,-0.264446,2.870682,0.006351,2.759245,0.000529
20124,55.900000,0.002117,-0.964268,-0.010292,-0.264720,2.869097,0.006320,2.757856,0.000283
20125,55.902778,0.002487,-0.964223,-0.010430,-0.264877,2.867718,0.006300,2.756225,0.000327
20126,55.905556,0.002883,-0.964156,-0.010664,-0.265106,2.866407,0.006302,2.754468,0.000353
20127,55.908333,0.002950,-0.964193,-0.010412,-0.264981,2.864436,0.006292,2.753310,0.000397
20128,55.911111,,,,,,,,
20129,55.913889,0.003087,-0.964166,-0.010993,-0.265054,2.862542,0.006330,2.750587,0.001664
20130,55.916667,0.003348,-0.964136,-0.010722,-0.265169,2.860530,0.006363,2.749189,0.000366
20131,55.919444,0.003155,-0.964110,-0.010817,-0.265264,2.858030,0.006361,2.747036,0.000233
20132,55.922222,0.003164,-0.964083,-0.010673,-0.265367,2.855773,0.006375,2.745338,0.000361
20133,55.925000,0.003530,-0.964025,-0.010615,-0.265576,2.854125,0.006400,2.743640,0.000433
20134,55.927778,,,,,,,,
20135,55.930556,0.003449,-0.964003,-0.010366,-0.265667,2.851428,0.006404,2.741707,0.000360
20136,55.933333,0.003429,-0.963993,-0.010138,-0.265712,2.848884,0.006418,2.739816,0.000412
20137,55.936111,0.003198,-0.964027,-0.010240,-0.265587,2.846226,0.006462,2.737429,0.000509
20138,55.938889,0.002737,-0.964071,-0.010527,-0.265421,2.843437,0.006427,2.734631,0.001047
20139,55.941667,0.002958,-0.964026,-0.010179,-0.265598,2.841391,0.006416,2.733139,0.000401
20140,55.944444,0.003036,-0.963977,-0.010340,-0.265766,2.839365,0.006419,2.730871,0.000516
20141,55.947222,0.002383,-0.963990,-0.011330,-0.265687,2.836628,0.006405,2.727113,0.000637
20142,55.950000,0.001702,-0.964006,-0.012056,-0.265602,2.833759,0.006392,2.723776,0.000416
20143,55.952778,0.001246,-0.963984,-0.012583,-0.265658,2.831161,0.006387,2.720883,0.000450
20144,55.955556,0.001248,-0.963968,-0.012553,-0.265719,2.829023,0.006367,2.719040,0.000411
20145,55.958333,,,,,,,,
20146,55.961111,0.001118,-0.963954,-0.012576,-0.265770,2.826337,0.006345,2.716832,0.000421
20147,55.963889,0.001381,-0.963914,-0.012747,-0.265904,2.824340,0.006322,2.714621,0.000506
20148,55.966667,0.002053,-0.963817,-0.013109,-0.266236,2.823075,0.006288,2.712368,0.000722
20149,55.969444,0.002283,-0.963806,-0.012917,-0.266283,2.820956,0.006240,2.710815,0.000362
20150,55.972222,0.002700,-0.963761,-0.013360,-0.266420,2.819395,0.006198,2.708426,0.000589
20151,55.975000,,,,,,,,
20152,55.977778,0.002385,-0.963825,-0.012960,-0.266211,2.816039,0.006212,2.706815,0.000594
20153,55.980556,0.002927,-0.963751,-0.013349,-0.266452,2.814410,0.006135,2.704359,0.000654
20154,55.983333,0.002867,-0.963813,-0.012741,-0.266259,2.811497,0.006171,2.703277,0.000503
20155,55.986111,0.002566,-0.963859,-0.012256,-0.266120,2.808348,0.006178,2.701942,0.000503
20156,55.988889,0.002751,-0.963814,-0.011741,-0.266302,2.805979,0.006226,2.700866,0.000667
20157,55.991667,,,,,,,,
20158,55.994444,0.002487,-0.963851,-0.012147,-0.266153,2.802940,0.006249,2.697877,0.000621
20159,55.997222,0.002346,-0.963840,-0.011855,-0.266209,2.799963,0.006222,2.696033,0.000475
20160,56.000000,0.001732,-0.963871,-0.012359,-0.266076,2.796631,0.006223,2.692814,0.000631
20161,56.002778,0.001674,-0.963850,-0.012217,-0.266159,2.793946,0.006253,2.690870,0.000490
20162,56.005556,0.001402,-0.963877,-0.012177,-0.266064,2.791080,0.006234,2.688690,0.000412
20163,56.008333,0.001163,-0.963887,-0.012101,-0.266034,2.788306,0.006230,2.686602,0.000506
20164,56.011111,,,,,,,,
20165,56.013889,0.001053,-0.963867,-0.012578,-0.266086,2.785637,0.006188,2.683388,0.000419
20166,56.016667,0.001494,-0.963778,-0.012944,-0.266389,2.783859,0.006218,2.680723,0.001249
20167,56.019444,0.001672,-0.963743,-0.012897,-0.266515,2.781590,0.006223,2.678578,0.000494
20168,56.022222,0.001580,-0.963735,-0.013208,-0.266528,2.779151,0.006221,2.675822,0.000390
20169,56.025000,0.001369,-0.963729,-0.013470,-0.266539,2.776582,0.006217,2.673166,0.000354
20170,56.027778,0.001335,-0.963698,-0.013393,-0.266657,2.774191,0.006234,2.671155,0.000449
20171,56.030556,0.001126,-0.963722,-0.013376,-0.266569,2.771607,0.006234,2.669026,0.000353
20172,56.033333,0.001405,-0.963663,-0.013235,-0.266789,2.769725,0.006269,2.667313,0.000450
20173,56.036111,0.000778,-0.963669,-0.013394,-0.266762,2.766663,0.006242,2.664783,0.000324
20174,56.038889,0.000579,-0.963655,-0.013497,-0.266807,2.764215,0.006206,2.662550,0.000323
20175,56.041667,0.000376,-0.963631,-0.013669,-0.266888,2.761787,0.006169,2.660204,0.000281
20176,56.044444,0.000149,-0.963593,-0.013823,-0.267014,2.759315,0.006125,2.657896,0.000259
20177,56.047222,-0.000013,-0.963542,-0.013857,-0.267198,2.756864,0.006094,2.655802,0.000334
20178,56.050000,-0.000412,-0.963477,-0.014055,-0.267422,2.754078,0.006043,2.653378,0.001672
20179,56.052778,,,,,,,,
20180,56.055556,-0.000400,-0.963431,-0.014104,-0.267584,2.751423,0.006023,2.651002,0.000369
20181,56.058333,-0.000435,-0.963429,-0.014748,-0.267557,2.748968,0.006001,2.647782,0.000465
20182,56.061111,-0.000170,-0.963416,-0.015238,-0.267576,2.746923,0.005972,2.644937,0.000290
20183,56.063889,0.000035,-0.963409,-0.015826,-0.267568,2.744872,0.005939,2.641947,0.000539
20184,56.066667,0.000299,-0.963409,-0.016440,-0.267530,2.742922,0.005925,2.638983,0.000549
20185,56.069444,0.000635,-0.963406,-0.016883,-0.267515,2.741044,0.005903,2.636311,0.000351
20186,56.072222,0.000791,-0.963438,-0.017333,-0.267371,2.738937,0.005898,2.633575,0.000403
20187,56.075000,0.001096,-0.963473,-0.017631,-0.267221,2.736999,0.005930,2.631155,0.000463
20188,56.077778,0.001207,-0.963502,-0.017950,-0.267098,2.734827,0.005934,2.628618,0.000384
20189,56.080556,,,,,,,,
20190,56.083333,0.001611,-0.963558,-0.017925,-0.266894,2.732594,0.005972,2.626348,0.000264
20191,56.086111,0.001596,-0.963659,-0.017904,-0.266530,2.729860,0.005985,2.623934,0.000364
20192,56.088889,0.001786,-0.963745,-0.017578,-0.266241,2.727419,0.005987,2.622099,0.000303
20193,56.091667,0.002433,-0.963789,-0.017081,-0.266108,2.725646,0.006047,2.620809,0.000336
20194,56.094444,0.002842,-0.963854,-0.016634,-0.265897,2.723613,0.006104,2.619382,0.000365
20195,56.097222,,,,,,,,
20196,56.100000,0.002866,-0.963935,-0.016417,-0.265617,2.720815,0.006115,2.617133,0.000285
20197,56.102778,0.002944,-0.963998,-0.016212,-0.265398,2.718194,0.006128,2.614960,0.000328
20198,56.105556,0.002824,-0.964067,-0.016142,-0.265153,2.715407,0.006126,2.612575,0.000290
20199,56.108333,0.002650,-0.964146,-0.016067,-0.264873,2.712613,0.006115,2.610258,0.000250
20200,56.111111,0.002470,-0.964202,-0.016139,-0.264668,2.709908,0.006103,2.607760,0.000255
20201,56.113889,0.002284,-0.964257,-0.016208,-0.264464,2.707207,0.006097,2.605309,0.000280
20202,56.116667,0.002035,-0.964316,-0.016144,-0.264254,2.704392,0.006087,2.603083,0.000255
20203,56.119444,0.001839,-0.964354,-0.016194,-0.264115,2.701712,0.006066,2.600733,0.000300
20204,56.122222,0.001761,-0.964389,-0.016185,-0.263985,2.699171,0.006070,2.598536,0.000287
20205,56.125000,0.001458,-0.964431,-0.015970,-0.263846,2.696209,0.006049,2.596562,0.000430
20206,56.127778,,,,,,,,
20207,56.130556,0.001435,-0.964430,-0.015852,-0.263858,2.693233,0.006019,2.594182,0.000416
20208,56.133333,0.001362,-0.964442,-0.015621,-0.263827,2.690169,0.005992,2.592001,0.000508
20209,56.136111,0.001280,-0.964449,-0.015290,-0.263823,2.687074,0.005942,2.589998,0.000489
20210,56.138889,0.001306,-0.964510,-0.015072,-0.263613,2.684210,0.005916,2.587883,0.000609
20211,56.141667,0.001297,-0.964551,-0.014863,-0.263474,2.681332,0.005895,2.585779,0.000444
20212,56.144444,0.001466,-0.964631,-0.014517,-0.263201,2.678683,0.005894,2.583927,0.000767
20213,56.147222,0.001217,-0.964740,-0.014512,-0.262802,2.675615,0.005823,2.581385,0.000453
20214,56.150000,0.000910,-0.964866,-0.014504,-0.262340,2.672509,0.005780,2.578835,0.000328
20215,56.152778,0.000675,-0.965045,-0.014358,-0.261689,2.669524,0.005726,2.576494,0.000377
20216,56.155556,0.000382,-0.965208,-0.014293,-0.261092,2.666523,0.005676,2.574020,0.000292
20217,56.158333,0.000116,-0.965409,-0.014256,-0.260352,2.663638,0.005639,2.571510,0.000339
20218,56.161111,-0.000048,-0.965602,-0.014220,-0.259636,2.660949,0.005608,2.569067,0.000323
20219,56.163889,-0.000042,-0.965787,-0.014618,-0.258924,2.658748,0.005545,2.566024,0.000163
20220,56.166667,-0.000201,-0.966001,-0.014965,-0.258105,2.656325,0.005503,2.563050,0.000392
20221,56.169444,,,,,,,,
20222,56.172222,-0.000384,-0.966127,-0.014794,-0.257643,2.653233,0.005535,2.560532,0.000219
20223,56.175000,-0.000700,-0.966201,-0.014290,-0.257394,2.649856,0.005596,2.558574,0.000377
20224,56.177778,-0.001348,-0.966208,-0.013674,-0.257397,2.645983,0.005658,2.556708,0.000455
20225,56.180556,-0.001162,-0.966294,-0.013486,-0.257087,2.643672,0.005657,2.554622,0.000263
20226,56.183333,-0.000930,-0.966360,-0.013574,-0.256834,2.641559,0.005666,2.552229,0.000381
20227,56.186111,-0.000491,-0.966356,-0.013582,-0.256848,2.639720,0.005687,2.550098,0.000577
20228,56.188889,-0.000330,-0.966352,-0.013817,-0.256852,2.637552,0.005690,2.547498,0.000345
20229,56.191667,,,,,,,,
20230,56.194444,0.000328,-0.966219,-0.013515,-0.257367,2.635372,0.005733,2.545549,0.000539
20231,56.197222,0.001119,-0.966050,-0.013272,-0.258010,2.633448,0.005808,2.543634,0.000521
20232,56.200000,0.001916,-0.965922,-0.013021,-0.258499,2.631561,0.005870,2.541732,0.000570
20233,56.202778,0.002767,-0.965806,-0.012873,-0.258930,2.629822,0.005917,2.539705,0.000651
20234,56.205556,0.003302,-0.965748,-0.012634,-0.259154,2.627594,0.005973,2.537670,0.000635
20235,56.208333,,,,,,,,
20236,56.211111,0.003664,-0.965794,-0.012525,-0.258982,2.624738,0.005996,2.534854,0.000572
20237,56.213889,0.004166,-0.965835,-0.012047,-0.258845,2.622051,0.006045,2.532698,0.000654
20238,56.216667,0.004613,-0.965903,-0.011601,-0.258604,2.619419,0.006051,2.530475,0.000536
20239,56.219444,0.004940,-0.965956,-0.011367,-0.258408,2.616775,0.006025,2.527912,0.000552
20240,56.222222,0.005051,-0.966059,-0.010876,-0.258044,2.613791,0.006037,2.525674,0.000548
20241,56.225000,,,,,,,,
20242,56.227778,0.005003,-0.966243,-0.010525,-0.257371,2.610301,0.006018,2.522721,0.000409
20243,56.230556,0.005032,-0.966384,-0.010424,-0.256841,2.607150,0.005976,2.519511,0.000498
20244,56.233333,0.005029,-0.966501,-0.010425,-0.256402,2.604106,0.005938,2.516270,0.000461
20245,56.236111,0.004779,-0.966637,-0.010640,-0.255886,2.600908,0.005852,2.512698,0.000344
20246,56.238889,0.004410,-0.966743,-0.010798,-0.255484,2.597568,0.005776,2.509301,0.000397
20247,56.241667,,,,,,,,
20248,56.244444,0.004139,-0.966845,-0.011048,-0.255090,2.594039,0.005705,2.505497,0.000310
20249,56.247222,0.003853,-0.966925,-0.011287,-0.254782,2.590590,0.005638,2.501883,0.000370
20250,56.250000,0.004258,-0.966920,-0.010794,-0.254816,2.587951,0.005666,2.499824,0.000659
20251,56.252778,0.004481,-0.966924,-0.010520,-0.254810,2.585216,0.005656,2.497452,0.000626
20252,56.255556,0.004599,-0.966961,-0.010677,-0.254658,2.582522,0.005680,2.494527,0.000517
20253,56.258333,0.004550,-0.966999,-0.010874,-0.254507,2.579629,0.005713,2.491560,0.000432
20254,56.261111,0.004812,-0.967005,-0.010584,-0.254490,2.577099,0.005721,2.489503,0.000608
20255,56.263889,0.004546,-0.967070,-0.011111,-0.254226,2.574122,0.005703,2.486023,0.000355
20256,56.266667,,,,,,,,
20257,56.269444,0.004183,-0.967118,-0.011661,-0.254027,2.570548,0.005737,2.482102,0.000333
20258,56.272222,0.003933,-0.967160,-0.012069,-0.253852,2.567193,0.005776,2.478501,0.000352
20259,56.275000,0.003669,-0.967213,-0.012491,-0.253632,2.563919,0.005802,2.474916,0.000359
20260,56.277778,0.003406,-0.967243,-0.013046,-0.253495,2.560774,0.005817,2.471146,0.000359
20261,56.280556,0.003247,-0.967262,-0.013559,-0.253398,2.557861,0.005820,2.467496,0.000394
20262,56.283333,0.002808,-0.967300,-0.014039,-0.253229,2.554573,0.005791,2.463784,0.000307
20263,56.286111,0.002592,-0.967321,-0.014383,-0.253132,2.551631,0.005788,2.460382,0.000320
20264,56.288889,0.002276,-0.967319,-0.014780,-0.253120,2.548625,0.005802,2.456860,0.000424
20265,56.291667,0.002186,-0.967316,-0.014867,-0.253129,2.545854,0.005807,2.453895,0.000342
20266,56.294444,0.001989,-0.967322,-0.015055,-0.253096,2.543000,0.005801,2.450744,0.000338
20267,56.297222,0.001696,-0.967331,-0.015398,-0.253042,2.540098,0.005790,2.447304,0.000375
20268,56.300000,0.001497,-0.967346,-0.015500,-0.252982,2.537252,0.005791,2.444286,0.000404
20269,56.302778,0.001297,-0.967340,-0.015700,-0.252991,2.534446,0.005764,2.441101,0.000338
20270,56.305556,0.001161,-0.967322,-0.015925,-0.253046,2.531771,0.005741,2.437912,0.000410
20271,56.308333,0.001163,-0.967315,-0.015795,-0.253082,2.529150,0.005723,2.435303,0.000362
20272,56.311111,0.000936,-0.967322,-0.015694,-0.253062,2.526191,0.005719,2.432606,0.000421
20273,56.313889,,,,,,,,
20274,56.316667,0.000856,-0.967336,-0.015777,-0.253006,2.523039,0.005711,2.429219,0.000587
20275,56.319444,0.000971,-0.967353,-0.015368,-0.252966,2.520016,0.005683,2.426705,0.000313
20276,56.322222,0.001392,-0.967316,-0.015389,-0.253102,2.517680,0.005642,2.423700,0.000424
20277,56.325000,0.001865,-0.967293,-0.015268,-0.253195,2.515393,0.005596,2.420976,0.000441
20278,56.327778,0.002281,-0.967282,-0.015105,-0.253245,2.513033,0.005565,2.418339,0.000484
20279,56.330556,0.002339,-0.967311,-0.015302,-0.253122,2.510293,0.005566,2.415061,0.000484
20280,56.333333,0.002538,-0.967325,-0.015119,-0.253078,2.507625,0.005568,2.412456,0.000479
20281,56.336111,0.002769,-0.967343,-0.014854,-0.253021,2.504988,0.005592,2.410015,0.000404
20282,56.338889,0.002919,-0.967375,-0.014640,-0.252907,2.502265,0.005622,2.407460,0.000485
20283,56.341667,0.003397,-0.967356,-0.013816,-0.253020,2.499813,0.005682,2.405993,0.000506
20284,56.344444,0.003602,-0.967403,-0.013027,-0.252880,2.496996,0.005726,2.404332,0.000460
20285,56.347222,0.003693,-0.967464,-0.012776,-0.252658,2.494252,0.005775,2.401828,0.000420
20286,56.350000,0.003989,-0.967499,-0.012017,-0.252559,2.491674,0.005800,2.400164,0.000666
20287,56.352778,,,,,,,,
20288,56.355556,0.004072,-0.967549,-0.011320,-0.252396,2.488397,0.005818,2.397808,0.000564
20289,56.358333,0.004186,-0.967581,-0.010647,-0.252302,2.485263,0.005828,2.395485,0.000588
20290,56.361111,0.004119,-0.967618,-0.010073,-0.252183,2.481994,0.005817,2.393008,0.000574
20291,56.363889,0.003884,-0.967679,-0.009990,-0.251958,2.478703,0.005798,2.389802,0.000367
20292,56.366667,0.003498,-0.967766,-0.009793,-0.251638,2.475220,0.005748,2.386746,0.000448
20293,56.369444,0.003075,-0.967823,-0.009559,-0.251432,2.471714,0.005709,2.383776,0.000441
20294,56.372222,0.002703,-0.967875,-0.009534,-0.251236,2.468410,0.005672,2.380542,0.000633
20295,56.375000,,,,,,,,
20296,56.377778,0.002524,-0.967890,-0.009209,-0.251191,2.464796,0.005667,2.377336,0.000671
20297,56.380556,0.002266,-0.967914,-0.009153,-0.251103,2.461226,0.005651,2.373763,0.000536
20298,56.383333,0.002209,-0.967915,-0.009009,-0.251106,2.457980,0.005670,2.370488,0.000560
20299,56.386111,0.002180,-0.967888,-0.008733,-0.251222,2.454750,0.005709,2.367477,0.000600
20300,56.388889,0.002342,-0.967844,-0.008479,-0.251397,2.451829,0.005774,2.364562,0.000612
20301,56.391667,,,,,,,,
20302,56.394444,0.002419,-0.967809,-0.008440,-0.251534,2.448371,0.005855,2.360772,0.000484
20303,56.397222,0.002592,-0.967779,-0.008380,-0.251649,2.445144,0.005936,2.357149,0.000500
20304,56.400000,0.002320,-0.968162,-0.009474,-0.250134,2.441976,0.005808,2.351710,0.000780
20305,56.402778,0.002167,-0.968487,-0.010564,-0.248830,2.439005,0.005705,2.346397,0.000752
20306,56.405556,0.001979,-0.968388,-0.010687,-0.249212,2.435417,0.005739,2.342534,0.000316
20307,56.408333,,,,,,,,
20308,56.411111,0.001577,-0.968314,-0.010772,-0.249497,2.431014,0.005760,2.338124,0.000256
20309,56.413889,0.001456,-0.968226,-0.010732,-0.249843,2.427116,0.005780,2.334171,0.000368
20310,56.416667,0.001954,-0.968131,-0.010206,-0.250230,2.424083,0.005839,2.331337,0.000575
20311,56.419444,0.001830,-0.968103,-0.010273,-0.250334,2.420474,0.005803,2.327411,0.000391
20312,56.422222,,,,,,,,
20313,56.425000,,,,,,,,
20314,56.427778,0.001476,-0.968066,-0.010783,-0.250461,2.412940,0.005668,2.318748,0.000513
20315,56.430556,0.001095,-0.968117,-0.011299,-0.250240,2.408938,0.005572,2.313839,0.000251
20316,56.433333,0.001097,-0.968129,-0.012277,-0.250150,2.405861,0.005421,2.308493,0.000533
20317,56.436111,0.001026,-0.968157,-0.012577,-0.250027,2.402498,0.005324,2.304290,0.000387
20318,56.438889,0.001083,-0.968177,-0.012828,-0.249934,2.399413,0.005251,2.300305,0.000419
20319,56.441667,0.000981,-0.968180,-0.012753,-0.249929,2.396013,0.005205,2.296885,0.000458
20320,56.444444,,,,,,,,
20321,56.447222,0.001067,-0.968194,-0.012739,-0.249876,2.392502,0.005189,2.292958,0.000445
20322,56.450000,0.001041,-0.968230,-0.012890,-0.249726,2.389021,0.005174,2.288864,0.000442
20323,56.452778,0.001047,-0.968251,-0.012951,-0.249642,2.385649,0.005197,2.285022,0.000433
20324,56.455556,0.001022,-0.968289,-0.013118,-0.249485,2.382380,0.005202,2.281104,0.000358
20325,56.458333,0.001026,-0.968327,-0.013170,-0.249336,2.379192,0.005228,2.277450,0.000427
20326,56.461111,0.001071,-0.968363,-0.013218,-0.249195,2.376127,0.005258,2.273874,0.000393
20327,56.463889,0.001132,-0.968381,-0.013306,-0.249117,2.373153,0.005279,2.270299,0.000387
20328,56.466667,,,,,,,,
20329,56.469444,0.001326,-0.968394,-0.013218,-0.249070,2.369840,0.005332,2.266495,0.000436
20330,56.472222,0.001609,-0.968400,-0.013120,-0.249050,2.366780,0.005376,2.262866,0.000452
20331,56.475000,0.001783,-0.968388,-0.013128,-0.249097,2.363689,0.005417,2.259117,0.000474
20332,56.477778,0.001953,-0.968385,-0.012897,-0.249118,2.360584,0.005447,2.255774,0.000449
20333,56.480556,0.002015,-0.968413,-0.012607,-0.249024,2.357359,0.005464,2.252526,0.000354
20334,56.483333,0.002100,-0.968440,-0.012413,-0.248929,2.354280,0.005475,2.249192,0.000444
20335,56.486111,0.002010,-0.968477,-0.012449,-0.248784,2.351050,0.005473,2.245476,0.000441
20336,56.488889,0.002163,-0.968497,-0.012100,-0.248722,2.348095,0.005492,2.242492,0.000522
20337,56.491667,0.002286,-0.968509,-0.011898,-0.248682,2.345161,0.005507,2.239281,0.000406
20338,56.494444,0.002313,-0.968530,-0.011859,-0.248602,2.342172,0.005519,2.235807,0.000403
20339,56.497222,0.002486,-0.968541,-0.011699,-0.248566,2.339370,0.005563,2.232618,0.000504
20340,56.500000,0.002291,-0.968580,-0.011876,-0.248410,2.336154,0.005578,2.228757,0.000382
20341,56.502778,0.002021,-0.968605,-0.011998,-0.248305,2.332811,0.005583,2.224953,0.000354
20342,56.505556,0.002295,-0.968583,-0.012104,-0.248384,2.330281,0.005610,2.221419,0.000447
20343,56.508333,,,,,,,,
20344,56.511111,0.001921,-0.968619,-0.012455,-0.248229,2.326343,0.005627,2.216645,0.000462
20345,56.513889,0.001628,-0.968652,-0.012867,-0.248081,2.322601,0.005631,2.211897,0.000413
20346,56.516667,0.001629,-0.968675,-0.012958,-0.247987,2.319246,0.005605,2.207802,0.000461
20347,56.519444,0.001834,-0.968691,-0.013213,-0.247910,2.316310,0.005562,2.203598,0.000438
20348,56.522222,0.002087,-0.968707,-0.013686,-0.247820,2.313581,0.005489,2.199128,0.000456
20349,56.525000,0.002393,-0.968716,-0.013875,-0.247772,2.310856,0.005423,2.195161,0.000413
20350,56.527778,0.002578,-0.968767,-0.013858,-0.247574,2.307883,0.005375,2.191509,0.000412
20351,56.530556,,,,,,,,
20352,56.533333,0.002693,-0.968860,-0.013769,-0.247210,2.304260,0.005316,2.187356,0.000329
20353,56.536111,0.002670,-0.968978,-0.013545,-0.246763,2.300487,0.005276,2.183465,0.000408
20354,56.538889,0.002773,-0.969094,-0.013322,-0.246316,2.297001,0.005234,2.179702,0.000389
20355,56.541667,0.002977,-0.969193,-0.012592,-0.245964,2.293566,0.005198,2.176817,0.000565
20356,56.544444,,,,,,,,
20357,56.547222,0.003015,-0.969440,-0.011974,-0.245019,2.286714,0.005111,2.169756,0.000506
20358,56.550000,0.003072,-0.969537,-0.011509,-0.244657,2.283384,0.005086,2.166545,0.000525
20359,56.552778,0.003256,-0.969635,-0.011090,-0.244284,2.280325,0.005083,2.163360,0.000492
20360,56.555556,0.003119,-0.969734,-0.011021,-0.243896,2.276963,0.005079,2.159554,0.000464
20361,56.558333,0.002893,-0.969823,-0.011085,-0.243541,2.273558,0.005088,2.155533,0.000460
20362,56.561111,0.003034,-0.969879,-0.011234,-0.243308,2.270777,0.005146,2.151576,0.000467
20363,56.563889,0.002878,-0.969952,-0.011444,-0.243009,2.267602,0.005186,2.147401,0.000381
20364,56.566667,0.002698,-0.970041,-0.011630,-0.242648,2.264421,0.005237,2.143249,0.000396
20365,56.569444,,,,,,,,
20366,56.572222,0.002337,-0.970144,-0.011961,-0.242225,2.260544,0.005296,2.138137,0.000422
20367,56.575000,0.002389,-0.970211,-0.012090,-0.241950,2.257327,0.005359,2.133576,0.000507
20368,56.577778,0.001972,-0.970319,-0.012564,-0.241495,2.253623,0.005364,2.128347,0.000418
20369,56.580556,0.001485,-0.970430,-0.012949,-0.241032,2.249845,0.005365,2.123310,0.000465
20370,56.583333,0.001110,-0.970577,-0.013132,-0.240432,2.246212,0.005374,2.118695,0.000404
20371,56.586111,0.000822,-0.970185,-0.013641,-0.241981,2.243018,0.005362,2.114035,0.001456
20372,56.588889,0.000420,-0.969927,-0.013985,-0.242994,2.239556,0.005332,2.109552,0.001470
20373,56.591667,,,,,,,,
20374,56.594444,,,,,,,,
20375,56.597222,-0.000278,-0.970306,-0.013861,-0.241483,2.231348,0.005168,2.100075,0.001057
20376,56.600000,-0.000113,-0.970469,-0.013721,-0.240836,2.228064,0.005103,2.095809,0.000494
20377,56.602778,0.000125,-0.970621,-0.013421,-0.240240,2.224869,0.005009,2.091904,0.000404
20378,56.605556,0.000257,-0.970751,-0.013514,-0.239708,2.221697,0.004900,2.087444,0.000397
20379,56.608333,,,,,,,,
20380,56.611111,0.000592,-0.970882,-0.013580,-0.239171,2.218286,0.004794,2.082485,0.000450
20381,56.613889,0.000642,-0.970974,-0.013408,-0.238807,2.214438,0.004738,2.077883,0.000870
20382,56.616667,0.000829,-0.971133,-0.013504,-0.238154,2.210998,0.004691,2.073085,0.000392
20383,56.619444,0.000899,-0.971227,-0.014084,-0.237739,2.207631,0.004665,2.067628,0.000388
20384,56.622222,0.000989,-0.971314,-0.014251,-0.237372,2.204195,0.004702,2.062912,0.000319
20385,56.625000,0.000913,-0.971403,-0.014299,-0.237003,2.200560,0.004755,2.058376,0.000305
20386,56.627778,0.000942,-0.971529,-0.014288,-0.236487,2.197130,0.004793,2.054034,0.000450
20387,56.630556,0.000722,-0.971691,-0.014406,-0.235813,2.193486,0.004817,2.049478,0.001130
20388,56.633333,0.000974,-0.971803,-0.014167,-0.235366,2.190432,0.004888,2.045702,0.000430
20389,56.636111,0.001322,-0.971911,-0.014064,-0.234924,2.187619,0.004958,2.041808,0.000465
20390,56.638889,0.003204,-0.972025,-0.010882,-0.234603,2.186116,0.005094,2.043218,0.000783
20391,56.641667,0.003255,-0.972140,-0.011009,-0.234117,2.183034,0.005124,2.038944,0.000429
20392,56.644444,0.003237,-0.972261,-0.011381,-0.233600,2.179998,0.005134,2.034296,0.000435
20393,56.647222,0.003124,-0.972380,-0.011593,-0.233096,2.176785,0.005125,2.029879,0.000420
20394,56.650000,0.003045,-0.972525,-0.011638,-0.232488,2.173613,0.005131,2.025760,0.000456
20395,56.652778,,,,,,,,
20396,56.655556,0.003045,-0.972634,-0.011726,-0.232026,2.170058,0.005119,2.020856,0.000478
20397,56.658333,0.002156,-0.972775,-0.012378,-0.231412,2.165501,0.005006,2.014877,0.000969
20398,56.661111,0.001881,-0.972908,-0.012482,-0.230849,2.161669,0.004982,2.010002,0.000460
20399,56.663889,0.001811,-0.973014,-0.012306,-0.230413,2.158110,0.004994,2.005678,0.000484
20400,56.666667,0.001884,-0.973322,-0.013240,-0.229053,2.155318,0.004873,1.999787,0.000924
20401,56.669444,,,,,,,,
20402,56.672222,0.001666,-0.973323,-0.013389,-0.229042,2.151078,0.004825,1.994160,0.000402
20403,56.675000,0.001976,-0.973283,-0.013777,-0.229187,2.147846,0.004756,1.988464,0.000674
20404,56.677778,0.002494,-0.973211,-0.014134,-0.229464,2.145000,0.004728,1.983024,0.000488
